level_4_2	level_1_1	year	level_1_2	level_2_1	level_2_2	level_3_1	level_3_2	level_4_1	level_3_4_2	number_tested	mean_scale_score	level_3_4_1	district	grade	category
16.7	380	2006	12.1	894	28.5	1340	42.7	523	59.4	3137	660	1863	21	8	All Students
19.9	332	2007	10.6	828	26.3	1360	43.2	626	63.1	3146	665	1986	21	8	All Students
26.5	154	2008	5.5	533	18.9	1381	49.1	745	75.6	2813	676	2126	21	8	All Students
30.7	66	2009	2.3	387	13.7	1508	53.3	870	84.0	2831	685	2378	21	8	All Students
34.2	182	2010	6.2	748	25.7	988	33.9	995	68.1	2913	691	1983	21	8	All Students
34.4	142	2011	5.0	614	21.5	1114	39.1	981	73.5	2851	691	2095	21	8	All Students
23.4	1386	2006	9.2	3146	21.0	6969	46.4	3510	69.8	15011	669	10479	21	All Grades	All Students
29.0	1033	2007	7.1	2511	17.2	6819	46.7	4241	75.7	14604	677	11060	21	All Grades	All Students
34.0	592	2008	4.2	1796	12.8	6863	48.9	4771	83.0	14022	684	11634	21	All Grades	All Students
39.0	280	2009	2.0	1304	9.2	7050	49.8	5525	88.8	14159	691	12575	21	All Grades	All Students
35.7	885	2010	6.3	3575	25.4	4611	32.7	5027	68.4	14098	691	9638	21	All Grades	All Students
34.4	744	2011	5.4	3214	23.1	5166	37.2	4780	71.5	13904	691	9946	21	All Grades	All Students
32.6	170	2006	6.0	312	11.1	1412	50.2	916	82.8	2810	683	2328	22	3	All Students
38.6	105	2007	3.6	242	8.3	1440	49.5	1123	88.1	2910	692	2563	22	3	All Students
30.6	54	2008	1.9	187	6.7	1704	60.8	859	91.4	2804	692	2563	22	3	All Students
31.7	21	2009	0.7	131	4.6	1799	63.0	905	94.7	2856	697	2704	22	3	All Students
27.9	307	2010	10.3	868	29.2	969	32.6	831	60.5	2975	695	1800	22	3	All Students
13.5	222	2011	7.5	899	30.2	1451	48.8	403	62.3	2975	687	1854	22	3	All Students
28.1	217	2006	7.5	461	15.9	1401	48.4	813	76.6	2892	678	2214	22	4	All Students
27.8	142	2007	5.1	414	14.8	1461	52.3	778	80.1	2795	680	2239	22	4	All Students
32.7	118	2008	4.0	304	10.3	1561	53.0	965	85.7	2948	686	2526	22	4	All Students
39.5	77	2009	2.7	264	9.2	1394	48.6	1134	88.1	2869	694	2528	22	4	All Students
29.8	152	2010	5.1	838	28.0	1111	37.1	891	66.9	2992	691	2002	22	4	All Students
31.9	171	2011	5.7	776	25.7	1111	36.7	966	68.7	3024	691	2077	22	4	All Students
22.2	274	2006	9.3	642	21.8	1377	46.7	656	68.9	2949	668	2033	22	5	All Students
29.0	159	2007	5.4	463	15.8	1463	49.8	850	78.8	2935	679	2313	22	5	All Students
33.3	90	2008	3.2	283	10.0	1508	53.4	941	86.8	2822	686	2449	22	5	All Students
38.3	48	2009	1.6	230	7.8	1543	52.3	1129	90.6	2950	688	2672	22	5	All Students
26.1	144	2010	5.0	876	30.5	1104	38.4	750	64.5	2874	686	1854	22	5	All Students
28.1	123	2011	4.2	710	24.1	1283	43.6	826	71.7	2942	690	2109	22	5	All Students
15.1	294	2006	11.3	654	25.1	1267	48.6	394	63.7	2609	660	1661	22	6	All Students
17.9	248	2007	9.7	626	24.6	1217	47.8	455	65.7	2546	664	1672	22	6	All Students
27.1	143	2008	5.5	427	16.6	1312	50.9	698	77.9	2580	675	2010	22	6	All Students
26.6	95	2009	3.8	358	14.4	1366	55.1	659	81.7	2478	678	2025	22	6	All Students
26.2	216	2010	8.7	825	33.1	798	32.0	654	58.2	2493	679	1452	22	6	All Students
23.7	224	2011	9.2	820	33.9	803	33.2	575	56.9	2422	679	1378	22	6	All Students
13.3	332	2006	13.0	837	32.7	1052	41.1	341	54.4	2562	652	1393	22	7	All Students
18.2	210	2007	7.7	809	29.8	1206	44.4	494	62.5	2719	662	1700	22	7	All Students
20.8	108	2008	4.1	622	23.8	1337	51.2	542	72.0	2609	667	1879	22	7	All Students
28.8	35	2009	1.4	341	13.5	1420	56.3	727	85.1	2523	679	2147	22	7	All Students
25.9	231	2010	9.3	868	35.1	736	29.7	640	55.6	2475	674	1376	22	7	All Students
28.7	216	2011	8.6	791	31.6	775	31.0	718	59.7	2500	677	1493	22	7	All Students
10.9	471	2006	17.4	884	32.7	1054	39.0	295	49.9	2704	649	1349	22	8	All Students
12.6	452	2007	17.2	894	34.1	946	36.1	331	48.7	2623	651	1277	22	8	All Students
15.0	178	2008	6.6	720	26.9	1382	51.5	401	66.5	2681	663	1783	22	8	All Students
16.3	95	2009	3.7	590	22.9	1476	57.2	421	73.5	2582	670	1897	22	8	All Students
20.0	251	2010	9.6	966	37.1	864	33.2	521	53.2	2602	678	1385	22	8	All Students
18.7	195	2011	7.9	859	34.6	963	38.8	463	57.5	2480	678	1426	22	8	All Students
20.7	1758	2006	10.6	3790	22.9	7563	45.8	3415	66.4	16526	665	10978	22	All Grades	All Students
24.4	1316	2007	8.0	3448	20.9	7733	46.8	4031	71.2	16528	672	11764	22	All Grades	All Students
26.8	691	2008	4.2	2543	15.5	8804	53.5	4406	80.3	16444	679	13210	22	All Grades	All Students
30.6	371	2009	2.3	1914	11.8	8998	55.3	4975	85.9	16258	685	13973	22	All Grades	All Students
26.1	1301	2010	7.9	5241	31.9	5582	34.0	4287	60.1	16411	684	9869	22	All Grades	All Students
24.2	1151	2011	7.0	4855	29.7	6386	39.1	3951	63.3	16343	684	10337	22	All Grades	All Students
16.3	150	2006	13.1	235	20.5	573	50.0	187	66.4	1145	663	760	23	3	All Students
19.2	106	2007	9.2	211	18.2	618	53.4	222	72.6	1157	671	840	23	3	All Students
9.9	92	2008	7.9	209	17.9	749	64.2	116	74.2	1166	667	865	23	3	All Students
12.9	39	2009	3.7	160	15.0	730	68.5	137	81.3	1066	673	867	23	3	All Students
8.2	267	2010	26.4	442	43.7	220	21.7	83	29.9	1012	675	303	23	3	All Students
2.8	282	2011	27.1	464	44.6	265	25.5	29	28.3	1040	671	294	23	3	All Students
12.2	187	2006	16.0	324	27.7	516	44.1	143	56.3	1170	655	659	23	4	All Students
13.3	131	2007	11.9	276	25.0	551	49.9	147	63.2	1105	661	698	23	4	All Students
11.7	122	2008	11.1	276	25.1	572	52.1	128	63.8	1098	661	700	23	4	All Students
16.8	98	2009	9.6	202	19.8	547	53.7	171	70.5	1018	668	718	23	4	All Students
8.0	153	2010	14.5	549	52.1	268	25.4	84	33.4	1054	664	352	23	4	All Students
7.5	143	2011	14.3	488	48.7	297	29.6	75	37.1	1003	666	372	23	4	All Students
8.5	237	2006	19.5	401	33.0	473	39.0	103	47.4	1214	647	576	23	5	All Students
12.1	169	2007	13.8	411	33.6	495	40.5	148	52.6	1223	654	643	23	5	All Students
8.4	121	2008	10.8	313	27.8	596	53.0	95	61.4	1125	656	691	23	5	All Students
16.5	58	2009	5.5	247	23.6	570	54.4	173	70.9	1048	667	743	23	5	All Students
6.8	152	2010	16.0	468	49.3	265	27.9	65	34.7	950	663	330	23	5	All Students
8.5	140	2011	14.2	430	43.6	332	33.7	84	42.2	986	668	416	23	5	All Students
8.1	240	2006	16.0	426	28.3	715	47.6	122	55.7	1503	649	837	23	6	All Students
17.1	170	2007	12.8	354	26.7	575	43.4	226	60.5	1325	659	801	23	6	All Students
14.4	126	2008	9.5	336	25.3	675	50.8	191	65.2	1328	660	866	23	6	All Students
13.3	104	2009	7.8	304	22.9	744	56.0	177	69.3	1329	664	921	23	6	All Students
12.2	174	2010	13.5	583	45.3	373	29.0	157	41.2	1287	666	530	23	6	All Students
9.8	183	2011	16.0	516	45.0	336	29.3	112	39.1	1147	666	448	23	6	All Students
3.2	239	2006	16.5	601	41.5	562	38.8	46	42.0	1448	638	608	23	7	All Students
10.9	192	2007	13.1	480	32.7	636	43.3	160	54.2	1468	650	796	23	7	All Students
10.0	94	2008	6.7	460	32.9	704	50.4	140	60.4	1398	655	844	23	7	All Students
11.8	42	2009	3.3	294	23.1	788	61.8	151	73.6	1275	664	939	23	7	All Students
8.5	245	2010	18.0	632	46.5	367	27.0	115	35.5	1359	658	482	23	7	All Students
12.9	204	2011	15.3	581	43.6	377	28.3	172	41.2	1334	664	549	23	7	All Students
3.3	336	2006	26.5	511	40.3	378	29.8	42	33.1	1267	633	420	23	8	All Students
4.7	264	2007	18.2	595	41.0	524	36.1	68	40.8	1451	643	592	23	8	All Students
5.1	193	2008	13.7	514	36.5	630	44.7	72	49.8	1409	648	702	23	8	All Students
5.8	83	2009	6.3	482	36.6	676	51.3	76	57.1	1317	655	752	23	8	All Students
4.5	239	2010	18.4	674	51.8	330	25.3	59	29.9	1302	660	389	23	8	All Students
5.4	245	2011	18.5	618	46.6	392	29.6	71	34.9	1326	660	463	23	8	All Students
8.3	1389	2006	17.9	2498	32.2	3217	41.5	643	49.8	7747	647	3860	23	All Grades	All Students
12.6	1032	2007	13.4	2327	30.1	3399	44.0	971	56.5	7729	656	4370	23	All Grades	All Students
9.9	748	2008	9.9	2108	28.0	3926	52.2	742	62.0	7524	657	4668	23	All Grades	All Students
12.5	424	2009	6.0	1689	23.9	4055	57.5	885	70.0	7053	665	4940	23	All Grades	All Students
8.1	1230	2010	17.7	3348	48.1	1823	26.2	563	34.3	6964	664	2386	23	All Grades	All Students
7.9	1197	2011	17.5	3097	45.3	1999	29.2	543	37.2	6836	665	2542	23	All Grades	All Students
31.2	219	2006	5.6	479	12.3	1984	50.9	1219	82.1	3901	683	3203	24	3	All Students
34.4	148	2007	3.8	347	9.0	2033	52.8	1325	87.2	3853	689	3358	24	3	All Students
27.3	57	2008	1.4	259	6.6	2555	64.7	1080	92.0	3951	691	3635	24	3	All Students
29.0	34	2009	0.8	246	5.9	2683	64.2	1213	93.3	4176	694	3896	24	3	All Students
25.6	347	2010	8.2	1264	29.7	1557	36.6	1088	62.1	4256	695	2645	24	3	All Students
13.3	296	2011	6.5	1411	31.0	2244	49.3	605	62.5	4556	688	2849	24	3	All Students
25.7	262	2006	6.8	603	15.7	1979	51.7	986	77.4	3830	676	2965	24	4	All Students
30.9	213	2007	5.5	512	13.3	1944	50.4	1191	81.2	3860	683	3135	24	4	All Students
29.6	169	2008	4.4	421	11.1	2089	54.9	1126	84.5	3805	684	3215	24	4	All Students
40.6	104	2009	2.6	290	7.4	1940	49.4	1596	90.0	3930	695	3536	24	4	All Students
29.5	207	2010	4.9	1206	28.5	1569	37.1	1248	66.6	4230	691	2817	24	4	All Students
31.4	150	2011	3.5	1049	24.6	1724	40.5	1335	71.8	4258	692	3059	24	4	All Students
19.5	348	2006	8.6	917	22.7	1986	49.1	790	68.7	4041	667	2776	24	5	All Students
27.5	206	2007	5.3	607	15.7	1981	51.4	1062	78.9	3856	678	3043	24	5	All Students
33.2	108	2008	2.8	397	10.3	2058	53.6	1276	86.8	3839	686	3334	24	5	All Students
41.0	57	2009	1.5	343	8.9	1868	48.6	1573	89.6	3841	689	3441	24	5	All Students
29.3	160	2010	4.1	1024	26.0	1597	40.6	1150	69.9	3931	690	2747	24	5	All Students
28.5	212	2011	5.0	1018	24.0	1809	42.6	1211	71.1	4250	690	3020	24	5	All Students
12.6	471	2006	13.4	972	27.6	1637	46.5	444	59.1	3524	655	2081	24	6	All Students
20.3	300	2007	8.4	749	21.0	1796	50.3	724	70.6	3569	668	2520	24	6	All Students
28.4	164	2008	4.6	547	15.5	1822	51.5	1004	79.9	3537	677	2826	24	6	All Students
31.4	111	2009	3.1	424	11.8	1940	53.8	1132	85.2	3607	683	3072	24	6	All Students
28.5	281	2010	7.6	1198	32.3	1173	31.6	1059	60.1	3711	681	2232	24	6	All Students
28.5	267	2011	7.0	1031	26.9	1442	37.6	1091	66.1	3831	685	2533	24	6	All Students
8.4	522	2006	13.8	1435	37.8	1519	40.0	319	48.4	3795	646	1838	24	7	All Students
15.8	264	2007	7.0	1109	29.2	1825	48.1	598	63.8	3796	661	2423	24	7	All Students
22.6	148	2008	3.8	773	20.1	2059	53.5	869	76.1	3849	671	2928	24	7	All Students
30.4	45	2009	1.2	420	11.0	2194	57.4	1164	87.8	3823	682	3358	24	7	All Students
30.3	290	2010	7.5	1147	29.6	1268	32.7	1176	63.0	3881	678	2444	24	7	All Students
29.8	285	2011	7.1	1147	28.5	1393	34.6	1202	64.4	4027	679	2595	24	7	All Students
9.0	728	2006	19.1	1396	36.7	1340	35.2	344	44.2	3808	645	1684	24	8	All Students
11.7	520	2007	13.7	1319	34.7	1523	40.0	444	51.7	3806	654	1967	24	8	All Students
16.8	209	2008	5.5	884	23.3	2071	54.5	637	71.2	3801	668	2708	24	8	All Students
20.7	112	2009	2.9	672	17.2	2320	59.3	810	80.0	3914	676	3130	24	8	All Students
24.7	346	2010	8.6	1246	31.1	1423	35.5	990	60.2	4005	683	2413	24	8	All Students
21.8	275	2011	6.9	1210	30.3	1643	41.1	871	62.9	3999	682	2514	24	8	All Students
17.9	2550	2006	11.1	5802	25.3	10445	45.6	4102	63.5	22899	662	14547	24	All Grades	All Students
23.5	1651	2007	7.3	4643	20.4	11102	48.8	5344	72.3	22740	672	16446	24	All Grades	All Students
26.3	855	2008	3.8	3281	14.4	12654	55.5	5992	81.8	22782	680	18646	24	All Grades	All Students
32.1	463	2009	2.0	2395	10.3	12945	55.6	7488	87.7	23291	687	20433	24	All Grades	All Students
27.9	1631	2010	6.8	7085	29.5	8587	35.8	6711	63.7	24014	686	15298	24	All Grades	All Students
25.3	1485	2011	6.0	6866	27.6	10255	41.2	6315	66.5	24921	686	16570	24	All Grades	All Students
44.0	44	2006	2.0	132	6.1	1040	47.9	955	91.9	2171	697	1995	25	3	All Students
49.1	29	2007	1.4	99	4.7	946	44.9	1035	93.9	2109	703	1981	25	3	All Students
39.2	29	2008	1.4	85	4.0	1193	55.5	841	94.7	2148	700	2034	25	3	All Students
38.2	14	2009	0.6	53	2.3	1385	59.0	897	97.1	2349	703	2282	25	3	All Students
34.5	119	2010	5.1	573	24.6	836	35.8	804	70.3	2332	702	1640	25	3	All Students
24.3	84	2011	3.4	521	20.8	1290	51.5	609	75.8	2504	695	1899	25	3	All Students
40.3	89	2006	4.0	191	8.6	1050	47.1	897	87.4	2227	691	1947	25	4	All Students
42.9	51	2007	2.3	153	7.0	1042	47.8	935	90.6	2181	696	1977	25	4	All Students
43.1	40	2008	1.9	141	6.7	1019	48.3	909	91.4	2109	696	1928	25	4	All Students
49.3	30	2009	1.4	86	3.9	993	45.4	1080	94.7	2189	703	2073	25	4	All Students
40.0	48	2010	2.0	504	20.7	909	37.3	976	77.3	2437	700	1885	25	4	All Students
44.2	42	2011	1.8	378	16.3	876	37.7	1026	81.9	2322	702	1902	25	4	All Students
29.2	98	2006	4.5	294	13.4	1166	53.0	644	82.2	2202	681	1810	25	5	All Students
37.9	68	2007	3.1	200	9.0	1107	50.0	840	87.9	2215	690	1947	25	5	All Students
45.7	32	2008	1.5	124	5.7	1022	47.1	990	92.8	2168	697	2012	25	5	All Students
53.2	17	2009	0.8	97	4.5	892	41.5	1143	94.7	2149	699	2035	25	5	All Students
36.2	48	2010	2.1	433	19.0	970	42.7	822	78.8	2273	697	1792	25	5	All Students
38.3	53	2011	2.2	420	17.2	1037	42.4	936	80.7	2446	698	1973	25	5	All Students
28.7	100	2006	4.4	355	15.5	1176	51.4	656	80.1	2287	678	1832	25	6	All Students
39.0	68	2007	3.0	186	8.3	1111	49.6	874	88.7	2239	691	1985	25	6	All Students
43.5	55	2008	2.4	205	9.1	1010	44.9	977	88.4	2247	691	1987	25	6	All Students
44.9	37	2009	1.6	164	7.2	1048	46.2	1018	91.1	2267	694	2066	25	6	All Students
37.4	102	2010	4.4	494	21.5	843	36.7	860	74.1	2299	690	1703	25	6	All Students
40.7	91	2011	3.8	480	20.2	837	35.3	966	75.9	2374	694	1803	25	6	All Students
16.8	155	2006	6.7	609	26.3	1164	50.2	390	67.0	2318	663	1554	25	7	All Students
29.0	88	2007	3.8	413	17.6	1162	49.6	679	78.6	2342	676	1841	25	7	All Students
40.3	35	2008	1.6	207	9.2	1099	48.9	906	89.2	2247	689	2005	25	7	All Students
46.1	14	2009	0.6	146	6.3	1094	47.0	1073	93.1	2327	693	2167	25	7	All Students
43.4	92	2010	3.8	465	19.4	801	33.4	1043	76.8	2401	689	1844	25	7	All Students
43.9	93	2011	3.9	450	19.1	779	33.1	1033	76.9	2355	689	1812	25	7	All Students
18.8	248	2006	11.2	616	27.8	934	42.2	417	61.0	2215	661	1351	25	8	All Students
19.6	141	2007	6.1	570	24.7	1143	49.5	453	69.2	2307	670	1596	25	8	All Students
25.8	88	2008	3.8	406	17.5	1231	52.9	600	78.8	2325	678	1831	25	8	All Students
32.3	35	2009	1.5	221	9.7	1294	56.5	740	88.8	2290	687	2034	25	8	All Students
34.9	121	2010	4.9	605	24.5	879	35.6	862	70.6	2467	693	1741	25	8	All Students
34.5	104	2011	4.2	510	20.6	1008	40.7	855	75.2	2477	691	1863	25	8	All Students
29.5	734	2006	5.5	2197	16.4	6530	48.7	3959	78.2	13420	678	10489	25	All Grades	All Students
36.0	445	2007	3.3	1621	12.1	6511	48.6	4816	84.6	13393	687	11327	25	All Grades	All Students
39.4	279	2008	2.1	1168	8.8	6574	49.6	5223	89.1	13244	691	11797	25	All Grades	All Students
43.9	147	2009	1.1	767	5.7	6706	49.4	5951	93.3	13571	696	12657	25	All Grades	All Students
37.8	530	2010	3.7	3074	21.6	5238	36.9	5367	74.6	14209	695	10605	25	All Grades	All Students
37.5	467	2011	3.2	2759	19.1	5827	40.2	5425	77.7	14478	695	11252	25	All Grades	All Students
56.4	12	2006	0.7	40	2.5	654	40.3	915	96.8	1621	708	1569	26	3	All Students
58.7	13	2007	0.8	41	2.5	621	38.0	961	96.7	1636	712	1582	26	3	All Students
54.9	8	2008	0.5	25	1.5	695	43.0	887	98.0	1615	713	1582	26	3	All Students
54.8	1	2009	0.1	11	0.6	759	44.5	933	99.3	1704	718	1692	26	3	All Students
51.4	24	2010	1.5	197	12.3	555	34.8	821	86.2	1597	717	1376	26	3	All Students
32.9	24	2011	1.5	167	10.4	885	55.2	528	88.1	1604	701	1413	26	3	All Students
52.6	40	2006	2.3	72	4.2	703	40.8	906	93.5	1721	704	1609	26	4	All Students
58.9	15	2007	0.9	50	3.0	616	37.2	976	96.1	1657	712	1592	26	4	All Students
62.4	13	2008	0.8	35	2.1	567	34.6	1022	97.1	1637	715	1589	26	4	All Students
72.0	8	2009	0.5	33	2.0	413	25.5	1167	97.5	1621	723	1580	26	4	All Students
58.6	18	2010	1.0	143	8.0	578	32.4	1045	91.0	1784	716	1623	26	4	All Students
60.4	15	2011	0.9	142	8.6	498	30.1	998	90.5	1653	715	1496	26	4	All Students
49.0	19	2006	1.1	112	6.3	773	43.6	868	92.6	1772	700	1641	26	5	All Students
53.2	22	2007	1.3	66	3.8	728	41.7	928	95.0	1744	704	1656	26	5	All Students
58.3	11	2008	0.6	40	2.3	662	38.7	996	97.0	1709	710	1658	26	5	All Students
67.4	11	2009	0.6	22	1.3	520	30.7	1143	98.1	1696	710	1663	26	5	All Students
54.9	13	2010	0.8	138	8.2	609	36.1	925	91.0	1685	710	1534	26	5	All Students
57.1	24	2011	1.3	137	7.5	625	34.1	1045	91.2	1831	711	1670	26	5	All Students
34.6	63	2006	3.2	242	12.4	977	49.9	677	84.4	1959	684	1654	26	6	All Students
46.4	34	2007	1.8	128	6.6	873	45.2	897	91.6	1932	698	1770	26	6	All Students
55.6	22	2008	1.2	93	5.0	717	38.2	1043	93.9	1875	702	1760	26	6	All Students
57.4	14	2009	0.7	82	4.4	702	37.5	1074	94.9	1872	704	1776	26	6	All Students
55.8	33	2010	1.8	257	13.7	541	28.7	1051	84.6	1882	704	1592	26	6	All Students
55.7	30	2011	1.6	201	11.0	577	31.7	1015	87.3	1823	706	1592	26	6	All Students
30.8	53	2006	2.7	304	15.6	994	50.9	602	81.7	1953	677	1596	26	7	All Students
44.4	25	2007	1.3	195	10.3	828	43.9	838	88.3	1886	690	1666	26	7	All Students
55.6	14	2008	0.7	104	5.4	734	38.3	1066	93.8	1918	699	1800	26	7	All Students
59.1	9	2009	0.5	65	3.3	727	37.1	1159	96.2	1960	704	1886	26	7	All Students
59.8	39	2010	2.0	250	12.9	489	25.3	1155	85.0	1933	701	1644	26	7	All Students
62.2	41	2011	2.1	179	9.4	502	26.3	1188	88.5	1910	702	1690	26	7	All Students
27.1	132	2006	6.2	421	19.8	996	46.9	575	74.0	2124	675	1571	26	8	All Students
32.8	49	2007	2.5	303	15.5	964	49.3	641	82.0	1957	685	1605	26	8	All Students
42.1	39	2008	2.0	192	9.7	921	46.3	836	88.4	1988	693	1757	26	8	All Students
43.9	18	2009	0.9	97	4.8	1013	50.4	881	94.3	2009	698	1894	26	8	All Students
42.9	48	2010	2.4	353	17.3	762	37.4	874	80.3	2037	699	1636	26	8	All Students
47.3	40	2011	2.0	245	12.5	752	38.3	929	85.5	1966	701	1681	26	8	All Students
40.7	319	2006	2.9	1191	10.7	5097	45.7	4543	86.5	11150	690	9640	26	All Grades	All Students
48.5	158	2007	1.5	783	7.2	4630	42.8	5241	91.3	10812	699	9871	26	All Grades	All Students
54.5	107	2008	1.0	489	4.6	4296	40.0	5850	94.5	10742	705	10146	26	All Grades	All Students
58.5	61	2009	0.6	310	2.9	4134	38.1	6357	96.6	10862	709	10491	26	All Grades	All Students
53.8	175	2010	1.6	1338	12.3	3534	32.4	5871	86.1	10918	707	9405	26	All Grades	All Students
52.9	174	2011	1.6	1071	9.9	3839	35.6	5703	88.5	10787	706	9542	26	All Grades	All Students
29.3	200	2006	5.9	394	11.6	1817	53.3	1000	82.6	3411	682	2817	27	3	All Students
37.6	149	2007	4.2	355	10.0	1714	48.2	1337	85.8	3555	690	3051	27	3	All Students
26.6	82	2008	2.3	271	7.6	2265	63.5	948	90.1	3566	689	3213	27	3	All Students
27.9	49	2009	1.4	211	5.8	2347	64.9	1007	92.8	3614	693	3354	27	3	All Students
22.9	353	2010	9.6	1180	32.1	1301	35.4	841	58.3	3675	692	2142	27	3	All Students
11.1	344	2011	9.2	1289	34.6	1683	45.1	412	56.2	3728	685	2095	27	3	All Students
28.3	246	2006	7.1	498	14.3	1748	50.3	985	78.6	3477	678	2733	27	4	All Students
30.2	204	2007	5.9	473	13.8	1724	50.1	1037	80.3	3438	683	2761	27	4	All Students
33.1	190	2008	5.3	392	10.9	1823	50.7	1188	83.8	3593	685	3011	27	4	All Students
40.0	132	2009	3.7	262	7.4	1734	48.9	1420	88.9	3548	695	3154	27	4	All Students
27.5	191	2010	5.3	1154	32.0	1267	35.2	991	62.7	3603	688	2258	27	4	All Students
28.2	169	2011	4.5	1009	27.0	1503	40.2	1054	68.5	3735	690	2557	27	4	All Students
25.5	281	2006	7.9	708	20.0	1654	46.6	904	72.1	3547	672	2558	27	5	All Students
28.7	191	2007	5.3	522	14.6	1844	51.4	1030	80.1	3587	680	2874	27	5	All Students
29.4	106	2008	3.1	404	11.7	1926	55.9	1012	85.2	3448	683	2938	27	5	All Students
40.6	73	2009	2.0	349	9.6	1736	47.8	1477	88.4	3635	688	3213	27	5	All Students
27.0	206	2010	5.7	1090	30.0	1354	37.3	979	64.3	3629	686	2333	27	5	All Students
25.2	186	2011	5.2	945	26.3	1561	43.4	908	68.6	3600	688	2469	27	5	All Students
15.2	459	2006	12.9	941	26.5	1606	45.3	540	60.5	3546	657	2146	27	6	All Students
23.8	308	2007	8.4	653	17.9	1817	49.8	867	73.6	3645	672	2684	27	6	All Students
25.4	234	2008	6.5	621	17.2	1832	50.9	915	76.3	3602	673	2747	27	6	All Students
28.6	126	2009	3.5	506	14.2	1911	53.6	1021	82.3	3564	679	2932	27	6	All Students
27.7	331	2010	9.0	1200	32.5	1135	30.8	1021	58.5	3687	680	2156	27	6	All Students
26.5	290	2011	7.9	1100	29.9	1313	35.7	974	62.2	3677	682	2287	27	6	All Students
11.0	560	2006	15.0	1336	35.9	1418	38.1	410	49.1	3724	647	1828	27	7	All Students
16.9	323	2007	8.6	1130	30.2	1660	44.3	634	61.2	3747	660	2294	27	7	All Students
20.4	184	2008	4.7	865	22.3	2037	52.5	791	72.9	3877	668	2828	27	7	All Students
26.3	81	2009	2.1	521	13.7	2195	57.8	999	84.1	3796	677	3194	27	7	All Students
26.4	369	2010	9.9	1276	34.2	1098	29.5	984	55.9	3727	674	2082	27	7	All Students
25.6	335	2011	8.7	1308	33.8	1233	31.9	991	57.5	3867	675	2224	27	7	All Students
7.3	806	2006	22.3	1382	38.3	1156	32.0	264	39.4	3608	641	1420	27	8	All Students
12.0	532	2007	14.0	1350	35.6	1459	38.4	455	50.4	3796	653	1914	27	8	All Students
15.4	308	2008	8.4	996	27.0	1813	49.2	567	64.6	3684	663	2380	27	8	All Students
17.9	142	2009	3.7	806	20.8	2236	57.7	692	75.5	3876	672	2928	27	8	All Students
20.4	390	2010	10.2	1523	39.7	1142	29.7	785	50.2	3840	677	1927	27	8	All Students
18.3	347	2011	9.2	1343	35.6	1393	36.9	689	55.2	3772	676	2082	27	8	All Students
19.3	2552	2006	12.0	5259	24.7	9399	44.1	4103	63.4	21313	662	13502	27	All Grades	All Students
24.6	1707	2007	7.8	4483	20.6	10218	46.9	5360	71.6	21768	672	15578	27	All Grades	All Students
24.9	1104	2008	5.1	3549	16.3	11696	53.7	5421	78.6	21770	676	17117	27	All Grades	All Students
30.0	603	2009	2.7	2655	12.1	12159	55.2	6616	85.2	22033	684	18775	27	All Grades	All Students
25.3	1840	2010	8.3	7423	33.5	7297	32.9	5601	58.2	22161	683	12898	27	All Grades	All Students
22.5	1671	2011	7.5	6994	31.3	8686	38.8	5028	61.3	22379	683	13714	27	All Grades	All Students
29.1	139	2006	5.7	310	12.7	1277	52.5	708	81.6	2434	681	1985	28	3	All Students
32.3	89	2007	3.6	245	9.8	1363	54.4	809	86.7	2506	688	2172	28	3	All Students
28.6	56	2008	2.3	190	7.9	1474	61.2	688	89.8	2408	690	2162	28	3	All Students
26.4	28	2009	1.1	186	7.2	1694	65.4	684	91.7	2592	691	2378	28	3	All Students
26.6	244	2010	9.6	821	32.3	802	31.5	676	58.1	2543	695	1478	28	3	All Students
15.5	270	2011	10.2	846	32.0	1118	42.3	411	57.8	2645	687	1529	28	3	All Students
27.2	158	2006	6.5	357	14.7	1248	51.5	660	78.7	2423	678	1908	28	4	All Students
28.0	171	2007	7.1	349	14.4	1226	50.6	678	78.5	2424	681	1904	28	4	All Students
32.3	118	2008	4.8	292	11.8	1271	51.2	803	83.5	2484	685	2074	28	4	All Students
38.4	87	2009	3.6	220	9.1	1177	48.9	925	87.3	2409	693	2102	28	4	All Students
25.5	191	2010	7.2	831	31.5	941	35.7	672	61.2	2635	686	1613	28	4	All Students
29.8	161	2011	6.3	714	27.9	925	36.1	763	65.9	2563	689	1688	28	4	All Students
22.8	238	2006	9.5	450	17.9	1255	49.8	575	72.7	2518	670	1830	28	5	All Students
28.3	119	2007	5.1	364	15.5	1203	51.2	664	79.4	2350	679	1867	28	5	All Students
29.2	92	2008	3.9	309	13.0	1280	53.9	693	83.1	2374	681	1973	28	5	All Students
36.4	70	2009	2.8	248	10.1	1250	50.7	898	87.1	2466	686	2148	28	5	All Students
28.4	165	2010	6.9	706	29.4	848	35.3	681	63.7	2400	686	1529	28	5	All Students
24.7	191	2011	7.2	765	28.9	1038	39.2	654	63.9	2648	686	1692	28	5	All Students
20.5	240	2006	10.0	527	21.9	1142	47.5	493	68.1	2402	665	1635	28	6	All Students
24.3	184	2007	7.6	418	17.3	1224	50.8	585	75.0	2411	674	1809	28	6	All Students
32.8	106	2008	4.7	287	12.8	1116	49.7	737	82.5	2246	680	1853	28	6	All Students
34.0	93	2009	4.0	302	13.0	1142	49.0	792	83.0	2329	683	1934	28	6	All Students
